lcl|NW_011934501.1_cds_XP_011426503.1_1	LOC105317034
lcl|NW_011934501.1_cds_XP_011434216.1_2	LOC105317034
lcl|NW_011934501.1_cds_XP_011445785.1_3	LOC105338483
lcl|NW_011934505.1_cds_XP_019917900.1_4	LOC105346508
lcl|NW_011934507.1_cds_XP_011423156.1_5	LOC105322465
lcl|NW_011934512.1_cds_XP_011426108.1_6	LOC105327114
lcl|NW_011934514.1_cds_XP_011427256.2_7	LOC105327903
lcl|NW_011934516.1_cds_XP_011428421.2_8	LOC105328737
lcl|NW_011934516.1_cds_XP_019923453.1_9	LOC105328737
lcl|NW_011934516.1_cds_XP_019923670.1_10	LOC105328737
lcl|NW_011934516.1_cds_XP_019923891.1_11	LOC105328737
lcl|NW_011934520.1_cds_XP_011430737.1_12	LOC105330380
lcl|NW_011934520.1_cds_XP_011429578.1_13	LOC105329584
lcl|NW_011934525.1_cds_XP_011434217.1_14	LOC105331694
lcl|NW_011934525.1_cds_XP_011436541.1_15	LOC105331694
lcl|NW_011934525.1_cds_XP_011432688.1_16	LOC105331694
lcl|NW_011934525.1_cds_XP_011433459.1_17	LOC105331694
lcl|NW_011934525.1_cds_XP_011434994.1_18	LOC105331694
lcl|NW_011934525.1_cds_XP_011435774.1_19	LOC105331694
lcl|NW_011934527.1_cds_XP_011437695.1_20	LOC105335214
lcl|NW_011934528.1_cds_XP_019926840.1_21	LOC105336016
lcl|NW_011934530.1_cds_XP_011443863.1_22	LOC105339572
lcl|NW_011934530.1_cds_XP_011441541.1_23	LOC105336849
lcl|NW_011934530.1_cds_XP_011440784.1_24	LOC105336849
lcl|NW_011934530.1_cds_XP_011440004.1_25	LOC105336849
lcl|NW_011934530.1_cds_XP_011442712.1_26	LOC105338759
lcl|NW_011934533.1_cds_XP_011445037.1_27	LOC105340336
lcl|NW_011934533.1_cds_XP_019929118.1_28	LOC105341132
lcl|NW_011934533.1_cds_XP_011446188.1_29	LOC105341132
lcl|NW_011934533.1_cds_XP_011446961.1_30	LOC105341132
lcl|NW_011934533.1_cds_XP_011447717.1_31	LOC105341132
lcl|NW_011934533.1_cds_XP_011448856.1_32	LOC105343007
lcl|NW_011934533.1_cds_XP_011449976.1_33	LOC105343807
lcl|NW_011934534.1_cds_XP_019918116.1_34	LOC105344629
lcl|NW_011934534.1_cds_XP_011452277.1_35	LOC105345451
lcl|NW_011934534.1_cds_XP_011453429.1_36	LOC105346242
lcl|NW_011934535.1_cds_XP_019918435.1_37	LOC109617243
lcl|NW_011934539.1_cds_XP_011454605.1_38	LOC105347037
lcl|NW_011934539.1_cds_XP_011455746.1_39	LOC105347842
lcl|NW_011934539.1_cds_XP_011456875.1_40	LOC105348674
lcl|NW_011934540.1_cds_XP_011413371.1_41	LOC105317313
lcl|NW_011934540.1_cds_XP_011412598.1_42	LOC105317313
lcl|NW_011934541.1_cds_XP_011414532.1_43	LOC105318633
lcl|NW_011934542.1_cds_XP_011415683.1_44	LOC105319450
lcl|NW_011934542.1_cds_XP_011416832.1_45	LOC105320276
lcl|NW_011934542.1_cds_XP_011417607.1_46	LOC105320276
lcl|NW_011934542.1_cds_XP_011418338.1_47	LOC105320276
lcl|NW_011934542.1_cds_XP_019921778.1_48	LOC105322212
lcl|NW_011934542.1_cds_XP_011419503.1_49	LOC105322212
lcl|NW_011934542.1_cds_XP_011420267.1_50	LOC105322212
lcl|NW_011934544.1_cds_XP_011421983.1_51	LOC105324265
lcl|NW_011934545.1_cds_XP_019921936.1_52	LOC109618501
lcl|NW_011934547.1_cds_XP_011423879.2_53	LOC105325602
lcl|NW_011934548.1_cds_XP_011424376.1_54	LOC105326171
lcl|NW_011934548.1_cds_XP_019922042.1_55	LOC105326171
lcl|NW_011934548.1_cds_XP_011424190.1_56	LOC105326025
lcl|NW_011934548.1_cds_XP_011424499.1_57	LOC105326251
lcl|NW_011934548.1_cds_XP_011424582.1_58	LOC105326251
lcl|NW_011934551.1_cds_XP_011424700.1_59	LOC105326363
lcl|NW_011934552.1_cds_XP_011424819.2_60	LOC105326434
lcl|NW_011934552.1_cds_XP_019922226.1_61	LOC105326434
lcl|NW_011934553.1_cds_XP_011424940.1_62	LOC105326511
lcl|NW_011934555.1_cds_XP_019922319.1_63	LOC105326682
lcl|NW_011934555.1_cds_XP_019922343.1_64	LOC105326682
lcl|NW_011934555.1_cds_XP_011425356.1_65	LOC105326760
lcl|NW_011934555.1_cds_XP_011425276.1_66	LOC105326760
lcl|NW_011934555.1_cds_XP_011425467.2_67	LOC105326896
lcl|NW_011934556.1_cds_XP_011425650.1_68	LOC105327030
lcl|NW_011934557.1_cds_XP_011425759.1_69	LOC105327115
lcl|NW_011934557.1_cds_XP_011425871.1_70	LOC105327202
lcl|NW_011934557.1_cds_NP_001292274.1_71	LOC105327279
lcl|NW_011934558.1_cds_XP_011426724.1_72	LOC105327345
lcl|NW_011934558.1_cds_XP_019922849.1_73	LOC105327345
lcl|NW_011934558.1_cds_XP_011426580.1_74	LOC105327345
lcl|NW_011934558.1_cds_XP_011426427.1_75	LOC105327345
lcl|NW_011934558.1_cds_XP_011426504.1_76	LOC105327345
lcl|NW_011934558.1_cds_XP_011426352.1_77	LOC105327345
lcl|NW_011934558.1_cds_XP_011426269.1_78	LOC105327345
lcl|NW_011934558.1_cds_XP_011426189.1_79	LOC105327345
lcl|NW_011934558.1_cds_XP_011426653.1_80	LOC105327345
lcl|NW_011934558.1_cds_XP_011426109.1_81	LOC105327345
lcl|NW_011934558.1_cds_XP_011426803.1_82	LOC105327345
lcl|NW_011934558.1_cds_XP_011426919.1_83	LOC105327904
lcl|NW_011934558.1_cds_XP_011427038.1_84	LOC105327991
lcl|NW_011934558.1_cds_XP_011427121.1_85	LOC105327991
lcl|NW_011934558.1_cds_XP_011427226.1_86	LOC105328124
lcl|NW_011934558.1_cds_XP_011427331.1_87	LOC105328220
lcl|NW_011934558.1_cds_XP_011427533.1_88	LOC105328305
lcl|NW_011934558.1_cds_XP_011427448.1_89	LOC105328305
lcl|NW_011934558.1_cds_XP_011427644.1_90	LOC105328438
lcl|NW_011934559.1_cds_XP_019923095.1_91	LOC105329015
lcl|NW_011934559.1_cds_XP_011428340.1_92	LOC105328888
lcl|NW_011934559.1_cds_XP_019923135.1_93	LOC105329088
lcl|NW_011934559.1_cds_XP_011428035.1_94	LOC105328703
lcl|NW_011934559.1_cds_XP_011427840.2_95	LOC105328576
lcl|NW_011934560.1_cds_XP_011429536.2_96	LOC105329774
lcl|NW_011934560.1_cds_XP_011429656.1_97	LOC105329849
lcl|NW_011934560.1_cds_XP_019923281.1_98	LOC105329849
lcl|NW_011934560.1_cds_XP_019923504.1_99	LOC105330005
lcl|NW_011934560.1_cds_XP_011429143.1_100	LOC105329525
lcl|NW_011934560.1_cds_XP_011429213.1_101	LOC105329525
lcl|NW_011934560.1_cds_XP_011429403.1_102	LOC105329713
lcl|NW_011934562.1_cds_XP_019923557.1_103	LOC105330089
lcl|NW_011934563.1_cds_XP_011430079.1_104	LOC105330144
lcl|NW_011934564.1_cds_XP_011430446.2_105	LOC105330434
lcl|NW_011934567.1_cds_XP_011430784.1_106	LOC105330584
lcl|NW_011934567.1_cds_XP_011431095.1_107	LOC105330584
lcl|NW_011934567.1_cds_XP_011430687.1_108	LOC105330584
