NC_047559.1	XP_030848579.1	0.0
NC_047560.1	XP_030832915.1	0.0
NC_047561.1	XP_030853143.1	0.0
NC_047562.1	XP_030832801.1	0.0
NC_047563.1	XP_030853143.1	0.0
NC_047564.1	XP_030836004.1	0.0
NC_047565.1	XP_003731252.2	0.0
NC_047566.1	XP_003731252.2	0.0
NC_047567.1	XP_030832915.1	0.0
NC_047568.1	XP_030848535.1	0.0
NW_022994773.1	XP_030849878.1	1.93e-27
NW_022994774.1	XP_030851255.1	0.0
NW_022994775.1	XP_030847577.1	8.61e-11
NW_022994776.1	XP_030845483.1	5.29e-60
NW_022994777.1	XP_030841873.1	6.95e-113
NW_022994778.1	XP_030847917.1	0.0
NW_022994779.1	XP_030854481.1	5.50e-115
NW_022994780.1	XP_011671010.2	0.0
NW_022994781.1	XP_030833324.1	1.92e-34
NW_022994782.1	XP_030855801.1	0.0
NW_022994783.1	XP_030840543.1	2.20e-36
NW_022994784.1	XP_030832915.1	0.0
NW_022994785.1	XP_003731439.2	3.54e-80
NW_022994786.1	XP_030849734.1	4.29e-63
NW_022994787.1	XP_030830093.1	0.001
NW_022994788.1	XP_030849733.1	9.25e-127
NW_022994789.1	XP_030836946.1	0.0
NW_022994790.1	XP_030842057.1	8.65e-43
NW_022994791.1	XP_030830093.1	2.41e-75
NW_022994792.1	XP_030854313.1	0.0
NW_022994793.1	XP_030842371.1	1.97e-54
NW_022994794.1	XP_011667710.2	0.0
NW_022994795.1	XP_030842371.1	2.93e-12
NW_022994796.1	XP_030828095.1	2.73e-38
NW_022994797.1	XP_030843627.1	2.90e-42
NW_022994799.1	XP_030833438.1	0.0
NW_022994800.1	XP_030842057.1	1.57e-24
NW_022994802.1	XP_030852123.1	9.87e-17
NW_022994803.1	XP_030834486.1	3.16e-73
NW_022994804.1	XP_030830392.1	5.87e-23
NW_022994805.1	XP_003723496.2	0.0
NW_022994806.1	XP_030834399.1	8.73e-44
NW_022994807.1	XP_030842371.1	3.01e-24
NW_022994808.1	XP_781718.4	1.27e-11
NW_022994809.1	XP_030855801.1	0.0
NW_022994810.1	XP_795269.4	2.71e-23
NW_022994811.1	XP_030854186.1	1.55e-31
NW_022994812.1	XP_030838004.1	4.66e-11
NW_022994813.1	XP_030833438.1	0.0
NW_022994814.1	XP_003725530.1	1.25e-35
NW_022994815.1	XP_030832915.1	0.0
NW_022994816.1	XP_030833438.1	0.0
NW_022994817.1	XP_792075.2	3.11e-49
NW_022994819.1	XP_030854481.1	0.0
NW_022994820.1	XP_030849193.1	0.0
NW_022994821.1	XP_030833438.1	0.0
NW_022994822.1	XP_030847917.1	0.0
NW_022994823.1	XP_030832915.1	0.0
NW_022994824.1	XP_011671010.2	0.0
NW_022994825.1	XP_030849193.1	0.0
NW_022994826.1	XP_011666177.1	1.83e-68
NW_022994827.1	XP_030844692.1	1.82e-71
NW_022994828.1	XP_030853538.1	0.0
NW_022994829.1	XP_030854481.1	4.88e-179
NW_022994830.1	XP_030828095.1	0.0
NW_022994831.1	XP_030853143.1	0.0
NW_022994832.1	XP_030833438.1	0.0
NW_022994833.1	XP_030841114.1	0.0
NW_022994834.1	XP_030849193.1	0.0
NW_022994835.1	XP_030834123.1	5.81e-172
NW_022994836.1	XP_030832801.1	0.0
NW_022994837.1	XP_030854313.1	0.0
NW_022994838.1	XP_011672013.2	0.0
NW_022994839.1	XP_030834399.1	1.13e-80
NW_022994840.1	XP_030854481.1	4.06e-89
NW_022994841.1	XP_011671010.2	0.0
NW_022994842.1	XP_030856051.1	1.20e-73
NW_022994843.1	XP_030840543.1	0.0
NW_022994844.1	XP_030855334.1	0.0
NW_022994845.1	XP_030847917.1	0.0
NW_022994846.1	XP_030855334.1	0.0
NW_022994847.1	XP_030849193.1	0.0
NW_022994848.1	XP_030849193.1	0.0
NW_022994849.1	XP_030854481.1	7.11e-126
NW_022994850.1	XP_011667710.2	0.0
NW_022994851.1	XP_030853143.1	0.0
NW_022994852.1	XP_030849193.1	0.0
NW_022994853.1	XP_030849225.1	0.0
NW_022994854.1	XP_030830093.1	9.87e-100
NW_022994855.1	XP_030848535.1	0.0
NW_022994856.1	XP_030832915.1	0.0
NW_022994857.1	XP_030839669.1	4.59e-131
NW_022994858.1	XP_030832915.1	0.0
NW_022994859.1	XP_030849482.1	0.0
NW_022994860.1	XP_030833438.1	0.0
NW_022994861.1	XP_030830093.1	5.40e-48
NW_022994862.1	XP_011671010.2	1.12e-129
NW_022994863.1	XP_003723496.2	0.0
NW_022994864.1	XP_030854491.1	1.10e-37
NW_022994865.1	XP_030833438.1	0.0
NW_022994866.1	XP_030840543.1	0.0
NW_022994867.1	XP_030850946.1	0.0
NW_022994868.1	XP_030849225.1	0.0
NW_022994869.1	XP_030832853.1	0.0
NW_022994870.1	XP_030849193.1	0.0
NW_022994871.1	XP_030833438.1	0.0
NW_022994872.1	XP_030854313.1	0.0
NW_022994873.1	XP_793165.3	3.49e-72
NW_022994874.1	XP_030852488.1	3.57e-37
NW_022994875.1	XP_011671010.2	0.0
NW_022994876.1	XP_030840360.1	4.04e-94
NW_022994877.1	XP_030840360.1	8.69e-111
NW_022994878.1	XP_011671010.2	4.36e-169
NW_022994879.1	XP_030840543.1	0.0
NW_022994880.1	XP_030842601.1	0.0
NW_022994881.1	XP_030849225.1	0.0
NW_022994882.1	XP_030855334.1	0.0
NW_022994883.1	XP_030854313.1	5.46e-158
NW_022994884.1	XP_030849478.1	0.0
NW_022994885.1	XP_030843817.1	6.53e-63
NW_022994886.1	XP_030849225.1	0.0
NW_022994887.1	XP_030854481.1	1.30e-158
NW_022994888.1	XP_011662136.2	5.11e-74
NW_022994889.1	XP_030845839.1	0.0
NW_022994890.1	XP_011672013.2	0.0
NW_022994891.1	XP_030828095.1	0.0
NW_022994892.1	XP_030834399.1	2.36e-72
NW_022994893.1	XP_030854481.1	1.49e-170
NW_022994894.1	XP_030839821.1	1.01e-88
NW_022994895.1	XP_030849225.1	0.0
NW_022994896.1	XP_030842371.1	2.38e-37
NW_022994897.1	XP_030840360.1	0.0
NW_022994898.1	XP_001179833.3	0.80
NW_022994899.1	XP_030828697.1	7.26e-20
NW_022994900.1	XP_011664177.2	4.14e-12
NW_022994901.1	XP_003730859.1	1.37e-19
NW_022994902.1	XP_785795.3	8.19e-43
NW_022994903.1	XP_030830093.1	0.002
NW_022994904.1	XP_030854410.1	5.19e-83
NW_022994905.1	XP_030834356.1	3.82e-42
NW_022994906.1	XP_797010.4	3.87e-21
NW_022994907.1	XP_011671541.2	8.07e-41
NW_022994908.1	XP_783805.2	2.37e-27
NW_022994909.1	XP_030836111.1	1.83e-29
NW_022994910.1	XP_011662462.2	3.72e-114
